user_id,experiment_id,variant,assigned_at,hash_bucket,signup_timestamp,country,platform,user_segment,day_7_retained,sessions_first_7_days,crashes_first_7_days,revenue_first_7_days,load_time_p95_first_7_days
119,exp_onboarding_checklist_001,control,2026-01-02 05:30:00,0.2010902033007383,2026-01-02 05:30:00,US,ios,low_intent,0,1.0,0.0,0.0,680.1
120,exp_onboarding_checklist_001,control,2026-01-02 05:45:00,0.43294193673825754,2026-01-02 05:45:00,UK,ios,low_intent,1,3.0,0.0,0.0,1247.11
121,exp_onboarding_checklist_001,treatment,2026-01-02 06:00:00,0.7243731156113342,2026-01-02 06:00:00,UK,web,high_intent,1,1.0,0.0,10.0,857.8
122,exp_onboarding_checklist_001,treatment,2026-01-02 06:15:00,0.600618344475646,2026-01-02 06:15:00,UK,web,low_intent,0,2.0,0.0,0.0,743.67
123,exp_onboarding_checklist_001,treatment,2026-01-02 06:30:00,0.8804298742561948,2026-01-02 06:30:00,US,web,high_intent,0,0.0,0.0,0.0,
124,exp_onboarding_checklist_001,control,2026-01-02 06:45:00,0.409676233596566,2026-01-02 06:45:00,US,web,medium_intent,0,0.0,0.0,0.0,
125,exp_onboarding_checklist_001,control,2026-01-02 07:00:00,0.25595409426523946,2026-01-02 07:00:00,US,web,medium_intent,0,4.0,0.0,0.0,877.6199999999999
126,exp_onboarding_checklist_001,treatment,2026-01-02 07:15:00,0.5080413916305334,2026-01-02 07:15:00,US,ios,high_intent,0,2.0,0.0,0.0,1081.7499999999998
127,exp_onboarding_checklist_001,treatment,2026-01-02 07:30:00,0.5667393847678168,2026-01-02 07:30:00,US,web,low_intent,0,3.0,0.0,0.0,792.8100000000001
128,exp_onboarding_checklist_001,treatment,2026-01-02 07:45:00,0.5655068426981504,2026-01-02 07:45:00,US,android,medium_intent,0,5.0,0.0,10.0,1251.1999999999998
129,exp_onboarding_checklist_001,control,2026-01-02 08:00:00,0.38592773704989763,2026-01-02 08:00:00,US,web,low_intent,0,1.0,0.0,0.0,997.7
130,exp_onboarding_checklist_001,control,2026-01-02 08:15:00,0.374875769621779,2026-01-02 08:15:00,UK,ios,low_intent,0,3.0,0.0,0.0,1051.6100000000001
131,exp_onboarding_checklist_001,control,2026-01-02 08:30:00,0.03557771352820489,2026-01-02 08:30:00,US,android,low_intent,0,2.0,0.0,0.0,768.075
132,exp_onboarding_checklist_001,treatment,2026-01-02 08:45:00,0.8646239980697514,2026-01-02 08:45:00,BR,web,medium_intent,0,2.0,0.0,0.0,1044.32
133,exp_onboarding_checklist_001,control,2026-01-02 09:00:00,0.11479024593595817,2026-01-02 09:00:00,UK,ios,medium_intent,0,2.0,0.0,10.0,764.87
134,exp_onboarding_checklist_001,treatment,2026-01-02 09:15:00,0.971260216238517,2026-01-02 09:15:00,US,android,low_intent,0,1.0,0.0,0.0,405.6
135,exp_onboarding_checklist_001,treatment,2026-01-02 09:30:00,0.9145667972229762,2026-01-02 09:30:00,UK,ios,medium_intent,0,1.0,0.0,0.0,611.6
136,exp_onboarding_checklist_001,treatment,2026-01-02 09:45:00,0.7887006034326092,2026-01-02 09:45:00,US,web,low_intent,0,1.0,0.0,0.0,948.8
137,exp_onboarding_checklist_001,control,2026-01-02 10:00:00,0.03867953559535123,2026-01-02 10:00:00,BR,ios,low_intent,1,3.0,0.0,0.0,950.7900000000001
138,exp_onboarding_checklist_001,control,2026-01-02 10:15:00,0.09435231394421967,2026-01-02 10:15:00,US,ios,low_intent,0,3.0,0.0,0.0,996.15
139,exp_onboarding_checklist_001,treatment,2026-01-02 10:30:00,0.6707287732730591,2026-01-02 10:30:00,IN,ios,medium_intent,0,3.0,0.0,0.0,1026.07
140,exp_onboarding_checklist_001,control,2026-01-02 10:45:00,0.03152069204194869,2026-01-02 10:45:00,US,web,low_intent,0,0.0,0.0,0.0,
141,exp_onboarding_checklist_001,treatment,2026-01-02 11:00:00,0.8865858456060629,2026-01-02 11:00:00,US,web,low_intent,0,2.0,0.0,0.0,1188.51
142,exp_onboarding_checklist_001,control,2026-01-02 11:15:00,0.13762182067761078,2026-01-02 11:15:00,US,android,low_intent,0,2.0,0.0,0.0,1019.9799999999999
143,exp_onboarding_checklist_001,control,2026-01-02 11:30:00,0.3193139556017154,2026-01-02 11:30:00,BR,ios,medium_intent,0,2.0,0.0,0.0,837.25
144,exp_onboarding_checklist_001,control,2026-01-02 11:45:00,0.3334440252267453,2026-01-02 11:45:00,UK,web,medium_intent,0,5.0,0.0,0.0,1065.62
145,exp_onboarding_checklist_001,treatment,2026-01-02 12:00:00,0.5506208340744005,2026-01-02 12:00:00,US,ios,low_intent,0,0.0,0.0,0.0,
146,exp_onboarding_checklist_001,treatment,2026-01-02 12:15:00,0.7277589930769284,2026-01-02 12:15:00,US,android,medium_intent,0,1.0,0.0,0.0,877.5
147,exp_onboarding_checklist_001,control,2026-01-02 12:30:00,0.34261009962730793,2026-01-02 12:30:00,US,web,medium_intent,0,1.0,1.0,0.0,713.8
148,exp_onboarding_checklist_001,control,2026-01-02 12:45:00,0.4192701602193419,2026-01-02 12:45:00,UK,web,low_intent,0,2.0,0.0,0.0,948.8050000000001
149,exp_onboarding_checklist_001,treatment,2026-01-02 13:00:00,0.810906987876807,2026-01-02 13:00:00,US,ios,low_intent,0,1.0,0.0,0.0,1057.8
150,exp_onboarding_checklist_001,control,2026-01-02 13:15:00,0.3350031652109056,2026-01-02 13:15:00,US,ios,high_intent,0,3.0,0.0,0.0,1508.86
151,exp_onboarding_checklist_001,control,2026-01-02 13:30:00,0.17383054071611376,2026-01-02 13:30:00,IN,ios,low_intent,0,2.0,0.0,0.0,1241.23
152,exp_onboarding_checklist_001,treatment,2026-01-02 13:45:00,0.9240776542486314,2026-01-02 13:45:00,IN,android,low_intent,0,1.0,0.0,0.0,1004.9
153,exp_onboarding_checklist_001,treatment,2026-01-02 14:00:00,0.851892200940564,2026-01-02 14:00:00,US,web,high_intent,0,3.0,0.0,0.0,1086.8999999999999
154,exp_onboarding_checklist_001,treatment,2026-01-02 14:15:00,0.7960432744557309,2026-01-02 14:15:00,UK,ios,medium_intent,0,1.0,0.0,0.0,1055.4
155,exp_onboarding_checklist_001,control,2026-01-02 14:30:00,0.1101649017621823,2026-01-02 14:30:00,US,ios,medium_intent,0,2.0,0.0,0.0,1268.03
156,exp_onboarding_checklist_001,control,2026-01-02 14:45:00,0.4744547880701891,2026-01-02 14:45:00,UK,ios,medium_intent,0,1.0,0.0,0.0,290.2
157,exp_onboarding_checklist_001,control,2026-01-02 15:00:00,0.03064986062601543,2026-01-02 15:00:00,US,ios,low_intent,0,3.0,0.0,0.0,878.87
158,exp_onboarding_checklist_001,control,2026-01-02 15:15:00,0.03284595925268286,2026-01-02 15:15:00,UK,ios,medium_intent,0,5.0,0.0,0.0,1341.9
159,exp_onboarding_checklist_001,treatment,2026-01-02 15:30:00,0.6968860258533206,2026-01-02 15:30:00,IN,ios,low_intent,0,3.0,0.0,0.0,1086.07
160,exp_onboarding_checklist_001,treatment,2026-01-02 15:45:00,0.7760706592278881,2026-01-02 15:45:00,IN,ios,high_intent,0,3.0,0.0,0.0,1186.7099999999998
161,exp_onboarding_checklist_001,control,2026-01-02 16:00:00,0.35365591431871024,2026-01-02 16:00:00,US,web,low_intent,0,3.0,0.0,0.0,896.6
162,exp_onboarding_checklist_001,treatment,2026-01-02 16:15:00,0.872080972213591,2026-01-02 16:15:00,BR,ios,low_intent,1,2.0,0.0,10.0,988.325
163,exp_onboarding_checklist_001,treatment,2026-01-02 16:30:00,0.9144315394484449,2026-01-02 16:30:00,US,ios,low_intent,0,4.0,0.0,0.0,1036.02
164,exp_onboarding_checklist_001,control,2026-01-02 16:45:00,0.20693985871273216,2026-01-02 16:45:00,US,ios,medium_intent,0,2.0,0.0,0.0,1378.585
165,exp_onboarding_checklist_001,control,2026-01-02 17:00:00,0.22672344412249165,2026-01-02 17:00:00,UK,web,medium_intent,0,1.0,0.0,0.0,1272.5
166,exp_onboarding_checklist_001,treatment,2026-01-02 17:15:00,0.9543751298140284,2026-01-02 17:15:00,US,android,medium_intent,0,4.0,0.0,0.0,1420.26
